num_fam,nb_members,sum_quanti,sum_quali,nb_0,nb_mono,nb_multi,sum_0_mono_multi,max_multi
714,104,104,104,8,104,0,112,1
715,112,112,112,0,112,0,112,1
716,112,112,112,0,112,0,112,1
717,112,112,112,0,112,0,112,1
718,102,102,102,10,102,0,112,1
719,112,112,112,0,112,0,112,1
720,112,112,112,0,112,0,112,1
721,111,111,111,1,111,0,112,1
722,35,35,35,77,35,0,112,1
723,112,112,112,0,112,0,112,1
724,120,120,112,0,105,7,112,3
725,112,112,112,0,112,0,112,1
726,112,112,112,0,112,0,112,1
727,81,81,81,31,81,0,112,1
728,110,110,110,2,110,0,112,1
729,101,101,101,11,101,0,112,1
730,1,1,1,111,1,0,112,1
731,112,112,112,0,112,0,112,1
732,112,112,112,0,112,0,112,1
733,112,112,112,0,112,0,112,1
734,112,112,112,0,112,0,112,1
735,111,111,111,1,111,0,112,1
736,112,112,112,0,112,0,112,1
737,224,224,111,1,1,110,112,4
738,112,112,112,0,112,0,112,1
739,112,112,112,0,112,0,112,1
740,109,109,109,3,109,0,112,1
741,31,31,31,81,31,0,112,1
742,112,112,112,0,112,0,112,1
743,112,112,112,0,112,0,112,1
744,112,112,112,0,112,0,112,1
745,112,112,112,0,112,0,112,1
746,112,112,112,0,112,0,112,1
747,109,109,109,3,109,0,112,1
748,112,112,112,0,112,0,112,1
749,112,112,112,0,112,0,112,1
750,96,96,96,16,96,0,112,1
751,107,107,107,5,107,0,112,1
752,112,112,112,0,112,0,112,1
753,112,112,112,0,112,0,112,1
754,112,112,112,0,112,0,112,1
755,112,112,112,0,112,0,112,1
756,111,111,111,1,111,0,112,1
757,111,111,111,1,111,0,112,1
758,29,29,29,83,29,0,112,1
