block,chroms,mean_length,std_length,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,tree_consistent
74,1,15452.728395061727,34.857385757807734,0,0,0,True
122,1,7895.308641975309,34.65335997295252,0,0,0,True
34,1,5330.0123456790125,34.47364132710151,0,0,0,True
159,1,3558.2098765432097,34.46799053599871,0,0,0,True
57,1,33518.01234567901,33.97293542529656,0,0,0,True
76,1,29947.666666666668,33.82160898845442,0,0,0,True
346,2,13261.135802469136,33.787189144437114,0,0,0,True
428,2,11280.7125,33.30848005763698,0,0,0,True
18,1,13017.670731707318,33.09448958554911,0,0,0,True
51,1,5600.444444444444,32.9346528450611,0,0,0,True
325,2,4459.225,32.73338318903196,0,0,0,True
433,2,3850.320987654321,32.592064155835835,0,0,0,True
329,2,26466.5625,31.980792575388122,0,0,0,True
506,2,4897.333333333333,31.90417751972109,0,0,0,True
339,2,11752.172839506173,31.683539412682137,0,0,0,True
465,2,30355.938271604937,31.15209430726448,0,0,0,True
481,2,16415.716049382718,30.966024618748197,0,0,0,True
233,1,9081.802469135802,30.220759667669217,0,0,0,True
360,2,11762.62962962963,29.88019057422015,0,0,0,True
491,2,5220.728395061728,29.580612747382247,0,0,0,True
380,2,34000.28395061728,29.56484171907748,0,0,0,True
242,1,15802.234567901234,29.452733258871394,0,0,0,True
128,1,22713.925925925927,29.390423307046,0,0,0,True
407,2,6056.530864197531,29.36323661801031,0,0,0,True
169,1,4672.185185185185,29.176394615227633,0,0,0,True
500,2,24312.35802469136,29.154890169395486,0,0,0,True
187,1,8523.641975308641,28.951346433209054,0,0,0,True
484,2,13510.79012345679,28.92592329133788,0,0,0,True
382,2,13492.975308641975,28.8405472922172,0,0,0,True
68,1,15659.345679012345,28.62708744615933,0,0,0,True
102,1,8056.098765432099,28.46032756995995,0,0,0,True
88,1,20475.493827160495,28.284761615997933,0,0,0,True
449,2,5643.9876543209875,27.774441500606805,0,0,0,True
28,1,11491.604938271605,26.90159434090495,0,0,0,True
450,2,9240.938271604939,26.885374278575153,0,0,0,True
184,1,16427.83950617284,26.515989487883846,0,0,0,True
173,1,6030.061728395061,26.23038746649161,0,0,0,True
391,2,12701.074074074075,26.186782915266683,0,0,0,True
423,2,6975.37037037037,26.145105268337616,0,0,0,True
220,1,17636.62962962963,25.893630678979125,0,0,0,True
181,1,3968.098765432099,25.891799997640515,0,0,0,True
165,1,4951.4375,25.61876448523621,0,0,0,True
196,1,37894.69135802469,25.57856064798087,0,0,0,True
67,1,12057.32098765432,25.064276462329698,0,0,0,True
505,2,5108.716049382716,24.999375087449557,0,0,0,True
185,1,16664.271604938273,24.82034825596994,0,0,0,True
107,1,6665.419753086419,24.187469563591208,0,0,0,True
46,1;2,47112.72839506173,23.644492661646225,0,0,0,True
234,1,4370.073170731707,23.596083019198325,0,0,0,True
3,1,11174.246913580248,23.507041689513624,0,0,0,True
83,1,12151.222222222223,23.17619042183456,0,0,0,True
151,1,5597.358024691358,22.973043055051868,0,0,0,True
392,2,3928.378048780488,22.63153435832963,0,0,0,True
466,2,13170.876543209877,22.616711136204206,0,0,0,True
195,1,5269.061728395061,22.26515057990814,0,0,0,True
164,1,9442.222222222223,22.0297217861531,0,0,0,True
350,2,4767.864197530864,21.899745241440456,0,0,0,True
30,1,11080.851851851852,21.7085697995857,0,0,0,True
41,1;2,22920.506172839505,21.557344402744082,0,0,0,True
497,2,10161.493827160493,21.365787499558714,0,0,0,True
152,1,51413.11111111111,21.27596452964393,0,0,0,True
328,2,12523.2875,21.207424260150027,0,0,0,True
27,1,9502.283950617284,21.035088010334057,0,0,0,True
144,1,7940.83950617284,20.914556800847773,0,0,0,True
192,1,3608.283950617284,20.837545984693783,0,0,0,True
91,1,6002.641975308642,20.73543435941153,0,0,0,True
372,2,13746.901234567902,20.655077358801254,0,0,0,True
327,2,3336.35,20.584642333545656,0,0,0,True
379,2,12102.271604938273,19.7452993910312,0,0,0,True
463,2,5191.481481481482,19.104721871966955,0,0,0,True
461,2,5513.111111111111,18.973665961010276,0,0,0,True
123,1,18609.493827160495,18.903343134195573,0,0,0,True
403,2,15724.358024691359,18.724321439830774,0,0,0,True
7,1,14934.691358024691,18.523686521675423,0,0,0,True
451,2,8577.506172839507,18.36066881752723,0,0,0,True
478,2,36287.333333333336,18.258770934796864,0,0,0,True
112,1,3735.58024691358,18.255974295279284,0,0,0,True
319,2,4164.2405063291135,18.2224060089849,0,0,0,True
435,2,10821.234567901234,18.171522697863537,0,0,0,True
459,2,3761.0246913580245,18.028766662583326,0,0,0,True
375,2,8322.79012345679,17.673105779290548,0,0,0,True
